"演奏会名","日付","会場","全体指揮等","ステージ","曲目・組曲名等","個別の曲名","作詞・訳詩","作曲","編曲","備考"
"第23回定期演奏会","1996年10月19日","山形市民会館","指揮: 林光","1","カンタータ 第140番 BWV140 『目を覚ませと叫ぶ声がする』","6. 二重唱アリア：<私のもの おまえのもの>","林光(訳)","J.S.バッハ","-","演出: 加藤直"
"第23回定期演奏会","1996年10月19日","山形市民会館","指揮: 林光","1","カンタータ 第140番 BWV140 『目を覚ませと叫ぶ声がする』","7. コラール：<グローリア 鳴り響け>","林光(訳)","J.S.バッハ","-","演出: 加藤直"
"第23回定期演奏会","1996年10月19日","山形市民会館","指揮: 林光","2","序詞 (「注文の多い料理店」序)","序詞 (「注文の多い料理店」序)","宮澤賢治","林光","-","クラリネット: 郷津隆幸, チェロ: 邢広京"
"第23回定期演奏会","1996年10月19日","山形市民会館","指揮: 林光","-","音楽劇 かしわばやしの夜","音楽劇 かしわばやしの夜","宮澤賢治(原作)","林光","-","演出: 加藤直"
"西村山地区おかあさんコーラス発表会","1996年10月26日","サハトべに花","-","-","-","「こどものたたかい」より","-","林光","-",""
"西村山地区おかあさんコーラス発表会","1996年10月26日","サハトべに花","-","-","-","「宮澤賢治詩集」より 最上川","-","林光","-",""
"西村山地区おかあさんコーラス発表会","1996年10月26日","サハトべに花","-","-","-","「日本抒情歌曲集」より","-","林光","-",""
"山形市北部公民館文化祭","1996年11月4日","-","-","-","-","「こどものたたかい」より","-","林光","-",""
"山形市北部公民館文化祭","1996年11月4日","-","-","-","-","「宮澤賢治詩集」より","-","林光","-",""
"第40回山形市民合同音楽祭","1996年12月8日","山形市民会館","-","-","-","こどもたちへ…いのちの樹","-","-","-",""
"「親と子で遊ぼうブナ林」の集いで森の中のコンサート","1997年5月24日","山形県立自然博物園(西川町大井沢)","-","-","-","柏の木と大王の歌","-","-","-",""
"「親と子で遊ぼうブナ林」の集いで森の中のコンサート","1997年5月24日","山形県立自然博物園(西川町大井沢)","-","-","-","森は生きている","-","-","-",""
"「親と子で遊ぼうブナ林」の集いで森の中のコンサート","1997年5月24日","山形県立自然博物園(西川町大井沢)","-","-","-","岩手軽便鉄道の一月","-","林光","-",""
"「親と子で遊ぼうブナ林」の集いで森の中のコンサート","1997年5月24日","山形県立自然博物園(西川町大井沢)","-","-","-","ポラーノの広場の歌","-","林光","-",""
"北日本語りフェスティバル","1997年6月22日","山形市中央公民館ホール","-","-","-","わらべうた","-","-","-","合唱団じゃがいも"
"北日本語りフェスティバル","1997年6月22日","山形市中央公民館ホール","-","-","-","紅花ものがたり","-","岡田和夫","-",""
"北日本語りフェスティバル","1997年6月22日","山形市中央公民館ホール","-","-","-","最上川舟歌","-","清水脩","-",""
"第13回平和コンサート","1997年7月8日","山形市民会館","-","-","-","リパブリック讃歌","-","-","池辺晋一郎",""
"第24回定期演奏会","1997年10月11日","-","-","前半","宮沢賢治の詩による歌","-","宮澤賢治","-","-",""
"第24回定期演奏会","1997年10月11日","-","-","後半","合唱劇 黄いろのトマト","合唱劇 黄いろのトマト","宮澤賢治(原作)","萩京子","-","演出: 加藤直"
"第25回定期演奏会","1998年10月24日","-","-","-","合唱劇 狼森と笊森、盗森","合唱劇 狼森と笊森、盗森","宮澤賢治(原作)","林光","-","演出: 加藤直"
"第26回定期演奏会","1999年11月13日","山形市民会館大ホール","-","-","-","朝のパン","-","萩京子","-","客演: 萩京子(ピアノ), 伊藤明子(演出)"
"第26回定期演奏会","1999年11月13日","山形市民会館大ホール","-","-","オペラ 猫の事務所","オペラ 猫の事務所","宮澤賢治(原作)","萩京子","-","客演: 萩京子(ピアノ), 伊藤明子(演出)"
"第26回定期演奏会","1999年11月13日","山形市民会館大ホール","-","-","音楽劇 どんぐりと山猫","音楽劇 どんぐりと山猫","宮澤賢治(原作)","萩京子","-","客演: 萩京子(ピアノ), 伊藤明子(演出)"
"第43回山形市民合同音楽祭","1999年12月12日","山形市民会館","-","-","-","合唱組曲 蔵王","-","-","佐藤眞",""
"第3回寒河江市社会人音楽祭","1999年12月23日","寒河江市民文化会館","-","-","-","早春賦","-","-","-",""
"第3回寒河江市社会人音楽祭","1999年12月23日","寒河江市民文化会館","-","-","-","カチューシャの歌","-","-","-",""
"第3回寒河江市社会人音楽祭","1999年12月23日","寒河江市民文化会館","-","-","-","死んだ男の残したものは","-","-","林光",""
"第3回寒河江市社会人音楽祭","1999年12月23日","寒河江市民文化会館","-","-","-","大地讃頌","-","-","佐藤眞",""
"第2回男声合唱フェスティバル","2000年2月6日","山形県民会館","-","-","-","沙羅","-","-","-",""
"第2回男声合唱フェスティバル","2000年2月6日","山形県民会館","-","-","-","あづまやの","-","-","-",""
"第2回男声合唱フェスティバル","2000年2月6日","山形県民会館","-","-","-","鴉","-","-","-",""
"第2回男声合唱フェスティバル","2000年2月6日","山形県民会館","-","-","-","占うと","-","-","-",""
"第9回上山市民のためのコンサート","2000年2月27日","上山市民会館","-","-","-","交響讃歌やまがた","-","-","-",""
"第9回上山市民のためのコンサート","2000年2月27日","上山市民会館","-","-","-","虹花幻想","-","-","-",""
"第9回上山市民のためのコンサート","2000年2月27日","上山市民会館","-","-","-","ふるさとの川","-","-","-",""
"第9回上山市民のためのコンサート","2000年2月27日","上山市民会館","-","-","-","アルカディアやまがた","-","-","佐藤敏直",""
"早春コンサートinかほく","2000年3月18日","サハトべに花","-","-","-","花のタンゴ","-","-","-","服部公一(編曲)"
"早春コンサートinかほく","2000年3月18日","サハトべに花","-","-","-","小雨降る道","-","-","-","服部公一(編曲)"
"早春コンサートinかほく","2000年3月18日","サハトべに花","-","-","-","小径","-","-","-","服部公一(編曲)"
"早春コンサートinかほく","2000年3月18日","サハトべに花","-","-","-","小さな喫茶店","-","-","-","服部公一(編曲)"
"早春コンサートinかほく","2000年3月18日","サハトべに花","-","-","-","ジェラシー","-","-","-","服部公一(編曲)"
"天童混声合唱団第25回定期演奏会","2000年4月30日","天童市民文化会館","-","-","-","中国地方の子守歌","-","-","林光(編曲)",""
"天童混声合唱団第25回定期演奏会","2000年4月30日","天童市民文化会館","-","-","-","曼珠沙華","-","-","林光(編曲)",""
"天童混声合唱団第25回定期演奏会","2000年4月30日","天童市民文化会館","-","-","-","かやの木山の","-","-","林光(編曲)",""
"天童混声合唱団第25回定期演奏会","2000年4月30日","天童市民文化会館","-","-","-","この道","-","-","林光(編曲)",""
"天童混声合唱団第25回定期演奏会","2000年4月30日","天童市民文化会館","-","-","-","待ちぼうけ","-","-","林光(編曲)",""
"第16回平和コンサート","2000年7月2日","山形市民会館","-","-","-","「初恋物語」より","-","-","池辺晋一郎",""
"第27回定期演奏会","2000年10月14日","山形市中央公民館ホール","指揮: 林光","-","-","花と鳥と木々の歌","-","-","-","演出: 加藤直"
"第27回定期演奏会","2000年10月14日","山形市中央公民館ホール","指揮: 林光","-","地の歌 風の歌 - 北米大陸先住民の口承詩による","地の歌 風の歌 - 北米大陸先住民の口承詩による","金関寿夫(訳)","林光","-","演出: 加藤直"
"第27回定期演奏会","2000年10月14日","山形市中央公民館ホール","指揮: 林光","-","音楽劇 かしわばやしの夜","音楽劇 かしわばやしの夜","宮澤賢治(原作)","林光","-","演出: 加藤直"
"ミレニアムファミリーコンサート","2000年11月4日","山形市立第五小学校音楽教室","-","-","-","雨の音楽","-","-","-",""
"ミレニアムファミリーコンサート","2000年11月4日","山形市立第五小学校音楽教室","-","-","-","岩手軽便鉄道の一月","-","-","-",""
"ミレニアムファミリーコンサート","2000年11月4日","山形市立第五小学校音楽教室","-","-","-","ポラーノの広場のうた","-","-","-",""
"ミレニアムファミリーコンサート","2000年11月4日","山形市立第五小学校音楽教室","-","-","-","さんぽ","-","-","-",""
"ミレニアムファミリーコンサート","2000年11月4日","山形市立第五小学校音楽教室","-","-","-","となりのトトロ","-","-","-",""
"ミレニアムファミリーコンサート","2000年11月4日","山形市立第五小学校音楽教室","-","-","-","いつでも誰かが","-","-","-",""
"ミレニアムファミリーコンサート","2000年11月4日","山形市立第五小学校音楽教室","-","-","-","「こどものたたかい」より「がっこう」","-","-","-",""
"中山町立長崎小学校音楽教室","2000年11月18日","-","-","-","合唱劇 どんぐりと山猫","合唱劇 どんぐりと山猫","宮澤賢治(原作)","萩京子","-",""
"第44回山形市民合同音楽祭","2000年12月10日","-","-","-","-","交響曲第九番","-","ベートーヴェン","-",""
"ヴェルディの山形国際音楽祭","2001年1月13日","山形県民会館","-","-","-","レクイエム","-","ヴェルディ","-",""
"ヴェルディの山形国際音楽祭","2001年1月13日","山形県民会館","-","-","-","ナブッコ","-","ヴェルディ","-",""
"ヴェルディの山形国際音楽祭","2001年1月13日","山形県民会館","-","-","-","アイーダ","-","ヴェルディ","-",""
"ヴェルディの山形国際音楽祭","2001年1月13日","山形県民会館","-","-","-","ドン・カルロ","-","ヴェルディ","-",""
"山形市立第七中学校音楽教室","2001年6月2日","-","-","-","-","雨の音楽","-","-","-",""
"山形市立第七中学校音楽教室","2001年6月2日","-","-","-","-","希望の歌","-","-","-",""
"山形市立第七中学校音楽教室","2001年6月2日","-","-","-","-","飛行機よ","-","-","-",""
"山形市立第七中学校音楽教室","2001年6月2日","-","-","-","-","グランド電柱","-","-","-",""
"山形市立第七中学校音楽教室","2001年6月2日","-","-","-","-","伝説の広場の歌","-","-","-",""
"山形市立第七中学校音楽教室","2001年6月2日","-","-","-","-","ヘイル・ホーリー・クイーン","-","-","-",""
"山形市立第七中学校音楽教室","2001年6月2日","-","-","-","-","ハレルヤ","-","-","-",""
"山形市立第七中学校音楽教室","2001年6月2日","-","-","-","-","大地讃頌","-","-","-",""
"山形市立第七中学校音楽教室","2001年6月2日","-","-","-","-","TSUNAMI","-","-","-",""
"山形市立第七中学校音楽教室","2001年6月2日","-","-","-","-","明日があるさ","-","-","-",""
"山形市立明治小学校創立110周年記念公演","2001年6月9日","-","-","-","-","花","-","-","-",""
"山形市立明治小学校創立110周年記念公演","2001年6月9日","-","-","-","-","夏の思い出","-","-","-",""
"山形市立明治小学校創立110周年記念公演","2001年6月9日","-","-","-","-","序詞","-","-","-",""
"山形市立明治小学校創立110周年記念公演","2001年6月9日","-","-","-","-","グランド電柱","-","-","-",""
"山形市立明治小学校創立110周年記念公演","2001年6月9日","-","-","-","-","伝説の広場の歌","-","-","-",""
"山形市立明治小学校創立110周年記念公演","2001年6月9日","-","-","-","-","星めぐりの歌","-","-","-",""
"山形市立明治小学校創立110周年記念公演","2001年6月9日","-","-","-","-","雨の音楽","-","-","-",""
"山形市立明治小学校創立110周年記念公演","2001年6月9日","-","-","-","-","TSUNAMI","-","-","-",""
"山形市立明治小学校創立110周年記念公演","2001年6月9日","-","-","-","-","情熱ママのおはロック","-","-","-",""
"山形市立明治小学校創立110周年記念公演","2001年6月9日","-","-","-","-","明日があるさ","-","-","-",""
"第17回山形市平和コンサート","2001年7月8日","山形テルサホール","-","-","-","アメージング・グレイス","-","-","-",""
"第17回山形市平和コンサート","2001年7月8日","山形テルサホール","-","-","-","ヘイル・ホーリー・クイーン","-","-","-",""
"第17回山形市平和コンサート","2001年7月8日","山形テルサホール","-","-","-","ハレルヤ","-","-","-",""
"山形市立第五小学校音楽教室","2001年7月21日","-","-","-","合唱劇 どんぐりと山猫","合唱劇 どんぐりと山猫","-","-","-",""
"山形市立第五小学校音楽教室","2001年7月21日","-","-","-","-","情熱ママのおはロック","-","-","-",""
"山形市立第五小学校音楽教室","2001年7月21日","-","-","-","-","明日があるさ","-","-","-",""
"亀渕友香＆The Voices of Japan ゴスペル・コンサート","2001年10月10日","山形テルサホール","-","-","-","ハレルヤ","-","-","-",""
"亀渕友香＆The Voices of Japan ゴスペル・コンサート","2001年10月10日","山形テルサホール","-","-","-","JOYFUL JOYFUL","-","-","-",""
"亀渕友香＆The Voices of Japan ゴスペル・コンサート","2001年10月10日","山形テルサホール","-","-","-","OH HAPPY DAY","-","-","-",""
"第13回全国生涯学習フェスティバル開会式","2001年10月11日","山形県民会館","-","-","-","明日があるさ","-","-","-",""
"ヴェルディの山形国際音楽祭","2001年10月13日","山形県民会館","-","-","-","レクイエム","-","ヴェルディ","-",""
"ヴェルディの山形国際音楽祭","2001年10月13日","山形県民会館","-","-","-","椿姫","-","ヴェルディ","-",""
"ヴェルディの山形国際音楽祭","2001年10月13日","山形県民会館","-","-","-","ナブッコ","-","ヴェルディ","-",""
"第28回定期演奏会","2001年11月10日","山形テルサホール","-","-","オペラ 虔十公園林","オペラ 虔十公園林","宮澤賢治(原作)","吉川和夫","-","演出: 山元清多"
"第28回定期演奏会","2001年11月10日","山形テルサホール","-","-","合唱劇 注文の多い料理店","合唱劇 注文の多い料理店","宮澤賢治(原作)","萩京子","-","演出: 山元清多"
"第45回山形市民合同音楽祭","2001年12月9日","山形テルサホール","-","-","-","交響讃歌 やまがた","-","-","佐藤敏直",""
"山形短期大学コーラス部定期演奏会","2002年1月19日","文翔館議場ホール","-","-","-","Amazing Grece","-","-","-",""
"山形短期大学コーラス部定期演奏会","2002年1月19日","文翔館議場ホール","-","-","-","Hallelujah!","-","-","-",""
"山形短期大学コーラス部定期演奏会","2002年1月19日","文翔館議場ホール","-","-","-","Oh Happy Day","-","-","-",""
"山形短期大学コーラス部定期演奏会","2002年1月19日","文翔館議場ホール","-","-","-","明日があるさ","-","-","-",""
"子どもの夢フェスタみらいコンサート","2002年2月16日","遊学館ホール","-","-","-","Let's Go〜翼ひろげて","-","-","タケカワユキヒデ",""
"久石譲シンフォニック・スペシャルコンサート","2002年3月18日","山形県民会館","-","-","-","For you","-","久石譲","-",""
"久石譲シンフォニック・スペシャルコンサート","2002年3月18日","山形県民会館","-","-","-","Petit Pouce","-","久石譲","-",""
"久石譲シンフォニック・スペシャルコンサート","2002年3月18日","山形県民会館","-","-","-","Princess Mononoke","-","久石譲","-",""
"久石譲シンフォニック・スペシャルコンサート","2002年3月18日","山形県民会館","-","-","-","Asian Dream Song","-","久石譲","-",""
"合唱団じゃがいもファミリーコンサート","2002年5月6日","文翔館議場ホール","-","-","-","「こどものたたかい」より","-","-","林光",""
"合唱団じゃがいもファミリーコンサート","2002年5月6日","文翔館議場ホール","-","-","-","新しい歌","-","-","信長貴富",""
"合唱団じゃがいもファミリーコンサート","2002年5月6日","文翔館議場ホール","-","-","-","Hail Holy Queen","-","-","-",""
"合唱団じゃがいもファミリーコンサート","2002年5月6日","文翔館議場ホール","-","-","-","Oh Happy Day","-","-","-",""
"合唱団じゃがいもファミリーコンサート","2002年5月6日","文翔館議場ホール","-","-","-","Amazing Grece","-","-","-",""
"合唱団じゃがいもファミリーコンサート","2002年5月6日","文翔館議場ホール","-","-","-","Hallelujah!","-","-","-",""
"合唱団じゃがいもファミリーコンサート","2002年5月6日","文翔館議場ホール","-","-","-","Everything","-","-","-",""
"合唱団じゃがいもファミリーコンサート","2002年5月6日","文翔館議場ホール","-","-","-","らいおんハート","-","-","-",""
"合唱団じゃがいもファミリーコンサート","2002年5月6日","文翔館議場ホール","-","-","-","明日があるさ","-","-","-",""
"山形市平和コンサート","2002年7月7日","山形テルサホール","-","-","-","うたII","-","武満徹","-",""
"第18回国民文化祭・やまがた2003 1年前イベント","2002年10月5日","山形駅西口広場特設ステージ","-","-","-","This Little Light of Mine","-","-","-",""
"第18回国民文化祭・やまがた2003 1年前イベント","2002年10月5日","山形駅西口広場特設ステージ","-","-","-","Oh Happy Day","-","-","-",""
"第18回国民文化祭・やまがた2003 1年前イベント","2002年10月5日","山形駅西口広場特設ステージ","-","-","-","みんな抱かれて","-","-","-",""
"山形県芸術文化会議40周年記念総合舞台「最上川に遊ぶ」","2002年10月6日","山形県民会館","-","-","-","交響讃歌 やまがた","-","-","佐藤敏直",""
"第29回定期演奏会","2002年10月26日","-","指揮: 鈴木義孝","I","-","序詞","宮澤賢治","林光","-","クラリネット: 南川肇, チェロ: 茂木明人"
"第29回定期演奏会","2002年10月26日","-","指揮: 鈴木義孝","I","-","思い出の美女たちのバラード","フランソワ・ヴィヨン","林光","-",""
"第29回定期演奏会","2002年10月26日","-","指揮: 鈴木義孝","I","-","たれかが どこかで","北米先住民民族の口承詩","林光","-",""
"第29回定期演奏会","2002年10月26日","-","指揮: 鈴木義孝","I","-","こよみ","-","林光","-",""
"第29回定期演奏会","2002年10月26日","-","指揮: 鈴木義孝","I","-","ハイダの子守歌","-","林光","-",""
"第29回定期演奏会","2002年10月26日","-","指揮: 鈴木義孝","I","-","オイリディケの洗濯","佐藤信","林光","-",""
"第29回定期演奏会","2002年10月26日","-","指揮: 鈴木義孝","I","-","まだ わずかに","アリストパネス「女の平和」より","林光","-",""
"第29回定期演奏会","2002年10月26日","-","指揮: 鈴木義孝","I","-","Why Why","佐藤信","林光","-",""
"第29回定期演奏会","2002年10月26日","-","指揮: 鈴木義孝","I","-","動物園","佐藤信","林光","-",""
"第29回定期演奏会","2002年10月26日","-","指揮: 鈴木義孝","I","-","明日ともなれば","フェデリコ・ガルシーア・ロルカ","林光","-",""
"第29回定期演奏会","2002年10月26日","-","指揮: 鈴木義孝","I","-","幾千年","-","林光","-",""
"第29回定期演奏会","2002年10月26日","-","指揮: 鈴木義孝","I","-","もしも恋の悲しみが","シェイクスピア","林光","-",""
"第29回定期演奏会","2002年10月26日","-","指揮: 鈴木義孝","II","合唱劇 鹿踊りのはじまり","合唱劇 鹿踊りのはじまり","宮澤賢治(原作)","林光","-","ヴァイオリン: 安部敦子, クラリネット: 南川肇, アコーディオン: 佐藤芳明, パーカッション: 神原陽子"
"第30回定期演奏会","2003年12月13日","-","指揮: 鈴木義孝","-","-","きもちのふかみに","谷川俊太郎","萩京子","-",""
"第30回定期演奏会","2003年12月13日","-","指揮: 鈴木義孝","-","合唱劇 雪渡り","その1 小狐の紺三郎","宮澤賢治(原作)","吉川和夫","-","演出: 山元清多, クラリネット: 郷津隆幸, マリンバ: 平下和生, チェロ: 茂木明人, ピアノ: 郷津由紀子"
"第30回定期演奏会","2003年12月13日","-","指揮: 鈴木義孝","-","合唱劇 雪渡り","その2 狐小学校の幻燈会","宮澤賢治(原作)","吉川和夫","-","演出: 山元清多, クラリネット: 郷津隆幸, マリンバ: 平下和生, チェロ: 茂木明人, ピアノ: 郷津由紀子"
"第31回定期演奏会","2004年11月6日","山形市中央公民館ホール","指揮: 鈴木義孝","-","合唱劇 賢かった三人(宮澤賢治音楽劇場 その10)","合唱劇 賢かった三人","宮澤賢治(原作)","林光","-","演出: 加藤直"
"第31回定期演奏会","2004年11月6日","山形市中央公民館ホール","指揮: 鈴木義孝","-","宮澤賢治詩集","宮澤賢治詩集","宮澤賢治","林光","-",""
"文翔館コンサート Vol.4","2005年5月22日","文翔館 議場ホール","指揮: 鈴木義孝","1","混声合唱組曲「中 勘助の詩から」","1. 絵日傘","中勘助","多田武彦","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.4","2005年5月22日","文翔館 議場ホール","指揮: 鈴木義孝","1","混声合唱組曲「中 勘助の詩から」","2. 椿","中勘助","多田武彦","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.4","2005年5月22日","文翔館 議場ホール","指揮: 鈴木義孝","1","混声合唱組曲「中 勘助の詩から」","3. 四十雀","中勘助","多田武彦","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.4","2005年5月22日","文翔館 議場ホール","指揮: 鈴木義孝","1","混声合唱組曲「中 勘助の詩から」","4. ほほじろの声","中勘助","多田武彦","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.4","2005年5月22日","文翔館 議場ホール","指揮: 鈴木義孝","1","混声合唱組曲「中 勘助の詩から」","5. かもめ","中勘助","多田武彦","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.4","2005年5月22日","文翔館 議場ホール","指揮: 鈴木義孝","1","混声合唱組曲「中 勘助の詩から」","6. ふり売り","中勘助","多田武彦","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.4","2005年5月22日","文翔館 議場ホール","指揮: 鈴木義孝","1","混声合唱組曲「中 勘助の詩から」","7. 追羽根","中勘助","多田武彦","-","ピアノ: 郷津由紀子"
"第32回定期演奏会","2005年11月5日","山形市中央公民館ホール","指揮: 鈴木義孝","I","混声合唱のための はっぱと りんかく","1 はっぱと りんかく","まど・みちお","萩京子","-","ピアノ: 萩京子"
"第32回定期演奏会","2005年11月5日","山形市中央公民館ホール","指揮: 鈴木義孝","I","混声合唱のための はっぱと りんかく","2 さくらのはなびら","まど・みちお","萩京子","-","ピアノ: 萩京子"
"第32回定期演奏会","2005年11月5日","山形市中央公民館ホール","指揮: 鈴木義孝","I","混声合唱のための はっぱと りんかく","3 もう すんだとすれば","まど・みちお","萩京子","-","ピアノ: 萩京子"
"第32回定期演奏会","2005年11月5日","山形市中央公民館ホール","指揮: 鈴木義孝","I","混声合唱のための はっぱと りんかく","4 りんご","まど・みちお","萩京子","-","ピアノ: 萩京子"
"第32回定期演奏会","2005年11月5日","山形市中央公民館ホール","指揮: 鈴木義孝","I","混声合唱のための はっぱと りんかく","5 せんねん まんねん","まど・みちお","萩京子","-","ピアノ: 萩京子"
"第32回定期演奏会","2005年11月5日","山形市中央公民館ホール","指揮: 鈴木義孝","II","合唱劇 ポラーノの広場 (宮澤賢治音楽劇場 その11)","合唱劇 ポラーノの広場","宮澤賢治(原作)","吉川和夫","-","演出: 山元清多"
"第49回山形市民合同音楽祭","2005年12月11日","山形市民会館","-","-","-","レクイエム","-","フォーレ","-","合同演奏, 指揮: 籾山和明, 合唱指揮: 鈴木義孝"
"文翔館コンサート Vol.5","2006年5月20日","文翔館 議場ホール","指揮: 鈴木義孝","I","混声合唱組曲『心の四季』より","1. 風が","吉野弘","高田三郎","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.5","2006年5月20日","文翔館 議場ホール","指揮: 鈴木義孝","II","混声合唱組曲『青猪の歌』より","2. 青猪幻想","真壁仁","田中利光","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.5","2006年5月20日","文翔館 議場ホール","指揮: 鈴木義孝","III","『死にたまふ母』無伴奏混声合唱のための より","第二曲 玄鳥","齋藤茂吉","西村朗","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.5","2006年5月20日","文翔館 議場ホール","指揮: 鈴木義孝","IV","混声合唱組曲『子どもの季節』子どもの詩による8つの歌 より","5. ゆうべ","染谷美代子","三善晃","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.5","2006年5月20日","文翔館 議場ホール","指揮: 鈴木義孝","V","-","あなたと","きくよしひろ","平吉毅州","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.5","2006年5月20日","文翔館 議場ホール","指揮: 鈴木義孝","VI","-","最上川","国分一太郎","林光","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.5","2006年5月20日","文翔館 議場ホール","指揮: 鈴木義孝","VII","『紛れ野の家』木村迪夫の詩による男女複数の声とピアノのために","『紛れ野の家』木村迪夫の詩による男女複数の声とピアノのために","木村迪夫","高橋悠治","-","朗読: 木村迪夫, ピアノ: 高橋悠治"
"第21回平和コンサート","2006年6月25日","山形市民会館","-","-","-","夢の中へ (「傘がない─陽水セレクション─」より)","-","-","信長貴富(編曲)","合同演奏"
"第21回平和コンサート","2006年6月25日","山形市民会館","-","-","-","飾りじゃないのよ涙は (「傘がない─陽水セレクション─」より)","-","-","信長貴富(編曲)","合同演奏"
"第21回平和コンサート","2006年6月25日","山形市民会館","-","-","-","闇夜の国から (「傘がない─陽水セレクション─」より)","-","-","信長貴富(編曲)","合同演奏"
"山形市西部公民館文化祭","2006年10月22日","山形市西部公民館","-","-","-","東京キッド (「美空ひばり 混声合唱I」より)","-","-","中島良史(編曲)",""
"山形市西部公民館文化祭","2006年10月22日","山形市西部公民館","-","-","-","川の流れのように (「美空ひばり 混声合唱I」より)","-","-","中島良史(編曲)",""
"第33回定期演奏会(山形公演)","2006年11月4日","山形市中央公民館ホール","指揮: 鈴木義孝","-","林光作品を歌う PART 11","音楽劇 革トランク・賢治の東京","宮澤賢治(原作)","林光","-","演出: 加藤直"
"第33回定期演奏会(東京公演)","2007年1月21日","かめありリリオホール","指揮: 鈴木義孝","-","林光作品を歌う PART 11","音楽劇 革トランク・賢治の東京","宮澤賢治(原作)","林光","-","演出: 加藤直"
"文翔館コンサート Vol.6","2007年5月12日","文翔館 議場ホール","指揮: 鈴木義孝","-","-","-","-","-","-","ピアノ: 郷津由紀子"
"第34回定期演奏会(山形公演)","2007年10月20日","山形市中央公民館ホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜 (宮澤賢治音楽劇場 その13)","合唱劇 銀河鉄道の夜","宮澤賢治(原作)","吉川和夫","-","台本・演出: 山元清多"
"第34回定期演奏会(仙台公演)","2008年1月27日","仙台市青年文化センター シアターホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜 (宮澤賢治音楽劇場 その13)","合唱劇 銀河鉄道の夜","宮澤賢治(原作)","吉川和夫","-","台本・演出: 山元清多"
"文翔館コンサート Vol.7","2008年5月11日","文翔館 議場ホール","-","-","「祝魂歌」谷川俊太郎編 より","あけがたにくる人よ","永瀬清子","-","-",""
"文翔館コンサート Vol.7","2008年5月11日","文翔館 議場ホール","-","-","「祝魂歌」谷川俊太郎編 より","柱時計","淵上毛錢","-","-",""
"文翔館コンサート Vol.7","2008年5月11日","文翔館 議場ホール","-","-","「祝魂歌」谷川俊太郎編 より","花冷え","中村稔","-","-",""
"第35回定期演奏会(山形公演)","2008年12月20日","山形市中央公民館ホール","指揮: 鈴木義孝","1","無伴奏混声合唱のための「無声慟哭」","無声慟哭","宮澤賢治","林光","-",""
"第35回定期演奏会(山形公演)","2008年12月20日","山形市中央公民館ホール","指揮: 鈴木義孝","2","合唱オペラ「セロ弾きのゴーシュ」","1 金星音楽団","宮澤賢治(原作)","林光","-","台本: 林光, クラリネット: 南川肇, ヴァイオリン: 駒込綾, ピアノ: 郷津由紀子"
"第35回定期演奏会(山形公演)","2008年12月20日","山形市中央公民館ホール","指揮: 鈴木義孝","2","合唱オペラ「セロ弾きのゴーシュ」","2 猫の訪問と印度の虎狩り","宮澤賢治(原作)","林光","-","台本: 林光, クラリネット: 南川肇, ヴァイオリン: 駒込綾, ピアノ: 郷津由紀子"
"第35回定期演奏会(山形公演)","2008年12月20日","山形市中央公民館ホール","指揮: 鈴木義孝","2","合唱オペラ「セロ弾きのゴーシュ」","3 かっこうのドレミファ","宮澤賢治(原作)","林光","-","台本: 林光, クラリネット: 南川肇, ヴァイオリン: 駒込綾, ピアノ: 郷津由紀子"
"第35回定期演奏会(山形公演)","2008年12月20日","山形市中央公民館ホール","指揮: 鈴木義孝","2","合唱オペラ「セロ弾きのゴーシュ」","4 仔狸のてぃーちでぃーる","宮澤賢治(原作)","林光","-","台本: 林光, クラリネット: 南川肇, ヴァイオリン: 駒込綾, ピアノ: 郷津由紀子"
"第35回定期演奏会(山形公演)","2008年12月20日","山形市中央公民館ホール","指揮: 鈴木義孝","2","合唱オペラ「セロ弾きのゴーシュ」","5 野ねずみの母子","宮澤賢治(原作)","林光","-","台本: 林光, クラリネット: 南川肇, ヴァイオリン: 駒込綾, ピアノ: 郷津由紀子"
"第35回定期演奏会(山形公演)","2008年12月20日","山形市中央公民館ホール","指揮: 鈴木義孝","2","合唱オペラ「セロ弾きのゴーシュ」","6 演奏会の夜","宮澤賢治(原作)","林光","-","台本: 林光, クラリネット: 南川肇, ヴァイオリン: 駒込綾, ピアノ: 郷津由紀子"
"第35回定期演奏会(東京公演)","2009年1月25日","かめありリリオホール","指揮: 鈴木義孝","1","無伴奏混声合唱のための「無声慟哭」","無声慟哭","宮澤賢治","林光","-",""
