"演奏会名","日付","会場","全体指揮等","ステージ","曲目・組曲名等","個別の曲名","作詞・訳詩","作曲","編曲","備考"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","宮沢賢治詩華集","星めぐりの歌","宮沢賢治","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","谷川俊太郎詩華集","三つのイメージ","谷川俊太郎","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","谷川俊太郎詩華集","空に小鳥がいなくなった日","谷川俊太郎","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","谷川俊太郎詩華集","死んだ男の残したものは","谷川俊太郎","武満徹","林光","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","谷川俊太郎詩華集","歩くうた","谷川俊太郎","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","佐藤信詩華集","三十五億年のサーカス","佐藤信","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","佐藤信詩華集","花のうた","佐藤信","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","佐藤信詩華集","ほんとうの空へ","佐藤信","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","佐藤信詩華集","うた","佐藤信","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","佐藤信詩華集","ねがい","佐藤信","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","思い出のうた","最上川","国分一太郎","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","思い出のうた","さくらんぼが実るころ (Le Temps des cerises)","J-B.Clément","A.Renard","林光","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","思い出のうた","伝説の広場の歌","-","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","思い出のうた","十二月の歌 (「森は生きている」から)","サムイル・マルシャーク, 湯浅芳子(訳)","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","思い出のうた","森は生きている (「森は生きている」から)","廣渡常敏","林光","-","ピアノ: 郷津由紀子"
"山形県総合文化芸術館オープニング事業「合唱の祭典」","2022年4月30日","やまぎん県民ホール(山形県総合文化芸術館) 大ホール","指揮: 山田和樹","-","-","I Want to Talk to You (委嘱作品・初演)","麻衣, 久石譲","久石譲","-","合同合唱"
"山形県総合文化芸術館オープニング事業「合唱の祭典」","2022年4月30日","やまぎん県民ホール(山形県総合文化芸術館) 大ホール","指揮: 山田和樹","-","混声合唱と管弦楽のための組曲「蔵王」","混声合唱と管弦楽のための組曲「蔵王」","尾崎左永子","佐藤眞","-","合同合唱"
"山形県総合文化芸術館オープニング事業「合唱の祭典」","2022年4月30日","やまぎん県民ホール(山形県総合文化芸術館) 大ホール","指揮: 山田和樹","-","-","故郷 (初演)","-","-","上田真樹(編曲)","合同合唱(会場と混声合唱とオーケストラのために)"
"第6回山形県合唱祭","2022年5月29日","山形テルサ テルサホール","-","-","-","うた","佐藤信","林光","-",""
"第6回山形県合唱祭","2022年5月29日","山形テルサ テルサホール","-","-","-","伝説の広場の歌","-","林光","-",""
"第38回山形市平和コンサート","2022年7月3日","山形市民会館大ホール","-","-","-","空に小鳥がいなくなった日","谷川俊太郎","林光","-",""
"第38回山形市平和コンサート","2022年7月3日","山形市民会館大ホール","-","-","-","希望の歌 (シベリウス「フィンランディア」の旋律による)","-","林光(詩・編)","-",""
"第6回「山の日」全国大会やまがた2022","2022年8月11日","やまぎん県民ホール 大ホール","-","-","-","蔵王讃歌","尾崎左永子","佐藤眞","-",""
"第6回「山の日」全国大会やまがた2022","2022年8月11日","やまぎん県民ホール 大ホール","-","-","-","早春","尾崎左永子","佐藤眞","-",""
"第6回「山の日」全国大会やまがた2022","2022年8月11日","やまぎん県民ホール 大ホール","-","-","-","山はふるさと (山の日の歌)","-","-","-",""
"市民合同音楽祭","2022年12月11日","山形市民会館大ホール","-","-","-","旅","山之井慎, 田中清光","佐藤眞","-",""
"第49回定期演奏会","2022年12月18日","山形市民会館大ホール","指揮: 鈴木義孝","-","-","雨ニモマケズ","宮沢賢治","鈴木憲夫","-","ピアノ: 郷津由紀子"
"第49回定期演奏会","2022年12月18日","山形市民会館大ホール","指揮: 鈴木義孝","-","-","コメディア・インサラータ","俵万智","林光","-","ピアノ: 郷津由紀子"
"第49回定期演奏会","2022年12月18日","山形市民会館大ホール","指揮: 鈴木義孝","-","-","みるく世がやゆら","知念捷","萩京子","-","ピアノ: 郷津由紀子"
"第49回定期演奏会","2022年12月18日","山形市民会館大ホール","指揮: 鈴木義孝","-","-","Imagine","ジョン・レノン","ジョン・レノン","鈴木憲夫","ピアノ: 郷津由紀子"
"第49回定期演奏会","2022年12月18日","山形市民会館大ホール","指揮: 鈴木義孝","-","-","Happy Xmas","ジョン・レノン, ヨーコ・オノ","ジョン・レノン, ヨーコ・オノ","鈴木憲夫","ピアノ: 郷津由紀子"
"第49回定期演奏会","2022年12月18日","山形市民会館大ホール","指揮: 鈴木義孝","-","-","Heal The World","マイケル・ジャクソン","マイケル・ジャクソン","田中達也","ピアノ: 郷津由紀子"
"第49回定期演奏会","2022年12月18日","山形市民会館大ホール","指揮: 鈴木義孝","-","-","まさしき ねがいに (ベートーヴェン第九のテーマによる)","宮沢賢治","ベートーヴェン","-","ピアノ: 郷津由紀子"
"第49回定期演奏会","2022年12月18日","山形市民会館大ホール","指揮: 鈴木義孝","-","-","祈り","宮沢賢治","林光","-","ピアノ: 郷津由紀子"
"東北農民管弦楽団 第7回定期演奏会 花巻公演 「第九」","2023年2月26日","花巻市文化会館","-","-","-","交響曲第9番 ニ短調 作品125","-","ベートーヴェン","-",""
"東北農民管弦楽団 第7回定期演奏会 花巻公演 「第九」","2023年2月26日","花巻市文化会館","-","-","-","精神歌","宮沢賢治","川村悟郎","吉川和夫",""
"東北農民管弦楽団 第7回定期演奏会 花巻公演 「第九」","2023年2月26日","花巻市文化会館","-","-","-","まさしきねがいに (ベートーヴェン「第九」のテーマによる)","宮沢賢治","ベートーヴェン","-",""
"第7回山形県合唱祭","2023年5月28日","山形テルサ テルサホール","-","-","-","みるく世がやゆら","知念捷","萩京子","-",""
"第39回山形市平和コンサート","2023年7月2日","山形市民会館大ホール","-","-","-","うた","佐藤信","林光","-",""
"第39回山形市平和コンサート","2023年7月2日","山形市民会館大ホール","-","-","-","ねがい","佐藤信","林光","-",""
"山田和樹 東京混声合唱団 山形特別演奏会2023","2023年8月22日","やまぎん県民ホール","-","合同演奏","-","うた","佐藤信","林光","-","東京混声合唱団と合同演奏"
"山田和樹 東京混声合唱団 山形特別演奏会2023","2023年8月22日","やまぎん県民ホール","-","合同演奏","-","ねがい","佐藤信","林光","-","東京混声合唱団と合同演奏"
"第67回山形市民合同音楽祭","2023年12月10日","山形市民会館大ホール","指揮: 鈴木義孝","-","-","山に祈る","清水脩","清水脩","-",""
"第67回山形市民合同音楽祭","2023年12月10日","山形市民会館大ホール","指揮: 鈴木義孝","-","-","山形わが町","渡辺宏, きたひろし","服部公一","-",""
"第50回定期演奏会 萩京子作品を歌う","2023年12月16日","山形市民会館大ホール","指揮: 鈴木義孝","-","混声合唱版 生まれたよ ぼく","1 生まれたよ ぼく","谷川俊太郎","萩京子","-","ピアノ: 郷津由紀子"
"第50回定期演奏会 萩京子作品を歌う","2023年12月16日","山形市民会館大ホール","指揮: 鈴木義孝","-","混声合唱版 生まれたよ ぼく","2 走る","谷川俊太郎","萩京子","-","ピアノ: 郷津由紀子"
"第50回定期演奏会 萩京子作品を歌う","2023年12月16日","山形市民会館大ホール","指揮: 鈴木義孝","-","混声合唱版 生まれたよ ぼく","3 くらやみ","谷川俊太郎","萩京子","-","ピアノ: 郷津由紀子"
"第50回定期演奏会 萩京子作品を歌う","2023年12月16日","山形市民会館大ホール","指揮: 鈴木義孝","-","混声合唱版 生まれたよ ぼく","4 せんそうしない","谷川俊太郎","萩京子","-","ピアノ: 郷津由紀子"
"第50回定期演奏会 萩京子作品を歌う","2023年12月16日","山形市民会館大ホール","指揮: 鈴木義孝","-","混声合唱版 生まれたよ ぼく","5 ありがとう","谷川俊太郎","萩京子","-","ピアノ: 郷津由紀子"
"第50回定期演奏会 萩京子作品を歌う","2023年12月16日","山形市民会館大ホール","指揮: 鈴木義孝","-","混声合唱のための みるく世がやゆら","みるく世がやゆら","知念捷","萩京子","-","ピアノ: 郷津由紀子"
"第68回山形市民合同音楽祭","2024年12月8日","山形市民会館","指揮: 鈴木義孝","第三部 合唱と管弦楽","混声合唱と管弦楽のための組曲 地の道 天の道 (管弦楽版初演)","第一章 風流の初やおくの田植うた (須賀川)","斎藤範雄","佐藤敏直","木島由美子","管弦楽: 山形フィルハーモニー交響楽団"
"第68回山形市民合同音楽祭","2024年12月8日","山形市民会館","指揮: 鈴木義孝","第三部 合唱と管弦楽","混声合唱と管弦楽のための組曲 地の道 天の道 (管弦楽版初演)","第二章 あやめ草足に結ん草鞋の緒 (宮城野)","斎藤範雄","佐藤敏直","木島由美子","管弦楽: 山形フィルハーモニー交響楽団"
"第68回山形市民合同音楽祭","2024年12月8日","山形市民会館","指揮: 鈴木義孝","第三部 合唱と管弦楽","混声合唱と管弦楽のための組曲 地の道 天の道 (管弦楽版初演)","第三章 夏艸や兵共が夢の跡 (平泉)","斎藤範雄","佐藤敏直","木島由美子","管弦楽: 山形フィルハーモニー交響楽団"
"第68回山形市民合同音楽祭","2024年12月8日","山形市民会館","指揮: 鈴木義孝","第三部 合唱と管弦楽","混声合唱と管弦楽のための組曲 地の道 天の道 (管弦楽版初演)","第四章 まゆはきを髣にして紅花の花 (尾花沢)","斎藤範雄","佐藤敏直","木島由美子","管弦楽: 山形フィルハーモニー交響楽団"
